Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
CASC,"LC-201, Wenchang Satellite Launch Center, China",2021-12-23,10:12:00,Long March 7A,Shiyan 12-01 & 02,Active,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2021-12-25,12:20:00,Ariane 5 ECA,James Webb Space Telescope (JWST),Active,200,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021-12-26,03:11:00,Long March 4C,Ziyuan-1 02E & CAS-9,Active,64.68,Success
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2021-12-27,13:10:00,Soyuz 2.1b/Fregat,OneWeb #12,Active,25,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia",2021-12-27,19:00:00,Angara A5/Persey,MGM nВ°3,Active,100,Failure
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021-12-29,11:13:00,Long March 2D,Tianhui 4,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2021-12-29,16:43:00,Long March 3B/E,TJSW-9,Active,29.15,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2021-12-30,03:30:00,Simorgh,3 Unknown payloads,Active,0,Failure
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-01-06,21:49:00,Falcon 9 Block 5,Starlink Group 4-5,Active,67,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-01-13,15:25:00,Falcon 9 Block 5,Transporter 3,Active,67,Success
Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",2022-01-13,22:52:00,LauncherOne,STP-27VPB/Above the Clouds,Active,12,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022-01-17,02:35:00,Long March 2D,Shiyan 13,Active,29.75,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-01-19,02:02:00,Falcon 9 Block 5,Starlink Group 4-6,Active,67,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA",2022-01-21,19:00:00,Atlas V 511,GSSAP 5 & 6 (USSF-8),Retired,130,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-01-25,23:44:00,Long March 4C,L-SAR 01A,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-01-31,23:11:00,Falcon 9 Block 5,CSG-2,Active,67,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-02-02,20:27:00,Falcon 9 Block 5,NROL-87,Active,67,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-02-03,18:13:00,Falcon 9 Block 5,Starlink Group 4-7,Active,67,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2022-02-05,07:00:00,Soyuz 2.1a/Fregat-M,Cosmos 2553,Active,23,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2022-02-10,18:09:00,Soyuz ST-B/Fregat-MT,OneWeb #13,Active,30,Success
Astra,"SLC-46, Cape Canaveral SFS, Florida, USA",2022-02-10,20:00:00,Rocket 3,VCLS Demo-2A,Active,2.5,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2022-02-14,00:29:00,PSLV-XL,EOS-04 & Others,Active,31,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2022-02-15,04:25:00,Soyuz 2.1a,Progress MS-19,Active,17.42,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2022-02-19,17:40:00,Antares 230+,CRS NG-17,Active,85,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-02-21,14:44:00,Falcon 9 Block 5,Starlink Group 4-8,Active,67,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-02-25,17:12:00,Falcon 9 Block 5,Starlink Group 4-11,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-02-26,23:44:00,Long March 4C,L-SAR 01B,Active,64.68,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China",2022-02-27,03:06:00,Long March 8 (Core Only),"Hainan-1, Jilin Gaofen-03D & Others",Active,27,Success
Rocket Lab,"Rocket Lab LC-1B, MДЃhia Peninsula, New Zealand",2022-02-28,20:37:00,Electron/Curie,The OwlвЂ™s Night Continues,Active,7.5,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA",2022-03-01,21:38:00,Atlas V 541,GOES-T (GOES-18),Active,145,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-03-03,14:25:00,Falcon 9 Block 5,Starlink Group 4-9,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2022-03-05,06:01:00,Long March 2C,Yinhe-1 (x6) & Others,Active,30.8,Success
IRGC,"Launch Platform, Shahrud Missile Test Site, Iran",2022-03-08,05:06:00,Qased,Nour 2,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-03-09,13:45:00,Falcon 9 Block 5,Starlink Group 4-10,Active,67,Success
Astra,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",2022-03-15,04:22:00,Rocket 3,Spaceflight Astra-1,Active,2.5,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-03-17,07:09:00,Long March 4C,Yaogan 34-02,Active,64.68,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2022-03-18,15:55:00,Soyuz 2.1a,Soyuz MS-21,Active,17.42,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-03-19,04:42:00,Falcon 9 Block 5,Starlink Group 4-12,Active,67,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2022-03-22,12:48:00,Soyuz 2.1a/Fregat-M,Meridian-M nВ°20L,Active,23,Success
CASC,"LC-9A, Taiyuan Satellite Launch Center, China",2022-03-29,09:50:00,Long March 6A,Pujiang-2 & Tiankun-2,Active,0,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",2022-03-30,02:29:00,Long March 11,Tianping-2 A to C,Active,5.3,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA",2022-03-31,13:58:00,New Shepard,NS-20,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-04-01,16:24:00,Falcon 9 Block 5,Transporter 4,Active,67,Success
Rocket Lab,"Rocket Lab LC-1A, MДЃhia Peninsula, New Zealand",2022-04-02,12:41:00,Electron/Curie,Without Mission a Beat,Active,7.5,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-04-06,23:47:00,Long March 4C,Gaofen-3 03,Active,64.68,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2022-04-07,11:20:00,Soyuz 2.1b,Cosmos 2554,Active,20,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-04-08,15:17:00,Falcon 9 Block 5,Axiom Mission 1 (Ax-1),Active,67,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2022-04-15,12:00:00,Long March 3B/E,ChinaSat 6D,Active,29.15,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022-04-15,18:16:00,Long March 4C,Daqi-1 (AEMS),Active,64.68,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-04-17,13:13:00,Falcon 9 Block 5,NROL-85,Active,67,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-04-21,17:51:00,Falcon 9 Block 5,Starlink Group 4-14,Active,67,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-04-27,07:52:00,Falcon 9 Block 5,SpaceX Crew-4,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-04-29,04:11:00,Long March 2C,SuperView Neo 1-01 & 02,Active,30.8,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia",2022-04-29,19:55:00,Angara 1.2,Cosmos 2555,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-04-29,21:27:00,Falcon 9 Block 5,Starlink Group 4-16,Active,67,Success
CASC,"Tai Rui Barge, Yellow Sea",2022-04-30,03:30:00,Long March 11H,Jilin-1 Gaofen 03D-04 to 07 & 04A,Active,5.3,Success
Rocket Lab,"Rocket Lab LC-1A, MДЃhia Peninsula, New Zealand",2022-05-02,22:49:00,Electron/Curie,There and Back Again,Active,7.5,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022-05-05,02:38:00,Long March 2D,Jilin-1 Wideband-01C & High Resolution 03D-27 to 33,Active,29.75,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-05-06,09:42:00,Falcon 9 Block 5,Starlink Group 4-17,Active,67,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China",2022-05-09,17:56:00,Long March 7,Tianzhou 4,Active,0,Success
i-Space,"Site 95, Jiuquan Satellite Launch Center, China",2022-05-13,07:09:00,Hyperbola-1,Jilin-1 Mofang-01A(R),Active,0,Failure
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-05-13,22:07:00,Falcon 9 Block 5,Starlink Group 4-13,Active,67,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-05-14,20:40:00,Falcon 9 Block 5,Starlink Group 4-15,Active,67,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-05-18,10:59:00,Falcon 9 Block 5,Starlink Group 4-18,Active,67,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2022-05-19,08:03:00,Soyuz 2.1a,Cosmos 2556,Active,17.42,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA",2022-05-19,22:54:00,Atlas V N22,Starliner OFT-2,Active,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-05-20,10:30:00,Long March 2C/YZ-1S,RSW-04 - 06,Active,30.8,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-05-25,18:35:00,Falcon 9 Block 5,Transporter 5,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2022-06-02,04:00:00,Long March 2C,Geely Constellation Group 01,Active,30.8,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2022-06-03,09:32:00,Soyuz 2.1a,Progress MS-20,Active,17.42,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA",2022-06-04,13:25:00,New Shepard,NS-21,Active,0,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2022-06-05,02:44:00,Long March 2F/G,Shenzhou 14,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-06-08,21:04:00,Falcon 9 Block 5,Nilesat-301,Active,67,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-06-17,16:09:00,Falcon 9 Block 5,Starlink Group 4-19,Active,67,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-06-18,14:19:00,Falcon 9 Block 5,SARah 1,Active,67,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-06-19,04:27:00,Falcon 9 Block 5,Globalstar FM15 & USA 328 to 331,Active,67,Success
KARI,"LC-2, Naro Space Center, South Korea",2022-06-21,07:00:00,KSLV-2,Test Flight 2,Active,0,Success
CASIC,"Site 95, Jiuquan Satellite Launch Center, China",2022-06-22,02:08:00,Kuaizhou 1A,Tianxing-1,Active,5.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2022-06-22,21:50:00,Ariane 5 ECA,Measat-3d & GSAT-24,Active,200,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2022-06-23,02:22:00,Long March 2D,Yaogan 35 Group 02,Active,29.75,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022-06-27,15:46:00,Long March 4C,Gaofen-12 03,Active,64.68,Success
Rocket Lab,"Rocket Lab LC-1B, MДЃhia Peninsula, New Zealand",2022-06-28,09:55:00,Electron/Photon,CAPSTONE,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-06-29,21:04:00,Falcon 9 Block 5,SES-22,Active,67,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2022-06-30,12:32:00,PSLV-CA,"DS-EO, NeuSAR, SCOOB-I & POEM",Active,21,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA",2022-07-01,23:15:00,Atlas V 541,USSF-12 (WFOV),Active,145,Success
Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",2022-07-02,06:53:00,LauncherOne,STP-S28A,Active,12,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2022-07-07,09:18:00,Soyuz 2.1b/Fregat-M,Cosmos 2557,Active,25,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-07-07,13:11:00,Falcon 9 Block 5,Starlink Group 4-21,Active,67,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-07-11,01:39:00,Falcon 9 Block 5,Starlink Group 3-1,Active,67,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2022-07-12,16:30:00,Long March 3B/E,Tianlian-2-03,Active,29.15,Success
Astra,"SLC-46, Cape Canaveral SFS, Florida, USA",2022-07-12,17:43:00,Rocket 3,TROPICS Flight 1,Active,2.5,Failure
Rocket Lab,"Rocket Lab LC-1A, MДЃhia Peninsula, New Zealand",2022-07-13,06:30:00,Electron/Curie,Wise One Looks Ahead (NROL-162),Active,7.5,Success
ESA,"ELV-1, Guiana Space Centre, French Guiana, France",2022-07-13,13:13:00,Vega C,LARES 2 & Cubesats,Active,0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-07-15,00:44:00,Falcon 9 Block 5,CRS SpX-25,Active,67,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022-07-15,22:57:00,Long March 2C,SuperView Neo 2-01 & 02,Active,30.8,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA",2022-07-17,14:20:00,Falcon 9 Block 5,Starlink Group 4-22,Active,67,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA",2022-07-22,17:39:00,Falcon 9 Block 5,Starlink Group 3-2,Active,67,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China",2022-07-24,06:22:00,Long March 5B,Wentian,Active,0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2022-07-24,13:38:00,Falcon 9 Block 5,Starlink Group 4-25,Active,67,Success
CAS Space,"Jiuquan Satellite Launch Center, China",2022-07-27,04:12:00,Zhongke-1A,Demo Flight,Active,0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2022-07-29,13:28:00,Long March 2D,Yaogan 35 Group 03,Active,29.75,Success
